feature	score	p-value	#I-out-of-20	#O-out-of-334
,,group_21188	16.7	4.37809984773e-05	1.0	0.0
,,group_38810	16.7	4.37809984773e-05	1.0	0.0
,,group_30728	16.7	4.37809984773e-05	1.0	0.0
,,yphA	16.7	4.37809984773e-05	1.0	0.0
,,group_5536	16.7	4.37809984773e-05	1.0	0.0
,,group_36588	16.7	4.37809984773e-05	1.0	0.0
,,group_36564	16.7	4.37809984773e-05	1.0	0.0
,,group_38807	16.7	4.37809984773e-05	1.0	0.0
,,group_38787	16.7	4.37809984773e-05	1.0	0.0
,,intQ_2	16.7	4.37809984773e-05	1.0	0.0
,,group_21110	16.7	4.37809984773e-05	1.0	0.0
,,group_38794	16.7	4.37809984773e-05	1.0	0.0
,,group_36541	16.7	4.37809984773e-05	1.0	0.0
,,group_9157	16.7	4.37809984773e-05	1.0	0.0
,,group_36521	16.7	4.37809984773e-05	1.0	0.0
,,group_21137	16.7	4.37809984773e-05	1.0	0.0
,,group_21017	16.7	4.37809984773e-05	1.0	0.0
,,group_36537	16.7	4.37809984773e-05	1.0	0.0
,,group_18119	16.7	4.37809984773e-05	1.0	0.0
,,group_9228	16.7	4.37809984773e-05	1.0	0.0
,,group_36119	16.7	4.37809984773e-05	1.0	0.0
,,group_38837	16.7	4.37809984773e-05	1.0	0.0
,,group_20177	16.7	4.37809984773e-05	1.0	0.0
,,group_1433	16.7	4.37809984773e-05	1.0	0.0
,,group_21192	16.7	4.37809984773e-05	1.0	0.0
,,group_32038	16.7	4.37809984773e-05	1.0	0.0
,,group_38790	16.7	4.37809984773e-05	1.0	0.0
,,fdm_1	16.7	4.37809984773e-05	1.0	0.0
,,group_30729	16.7	4.37809984773e-05	1.0	0.0
,,group_36561	16.7	4.37809984773e-05	1.0	0.0
,,group_30763	16.7	4.37809984773e-05	1.0	0.0
,,group_38839	16.7	4.37809984773e-05	1.0	0.0
,,group_32163	16.7	4.37809984773e-05	1.0	0.0
,,group_14744	16.7	4.37809984773e-05	1.0	0.0
,,group_31010	16.7	4.37809984773e-05	1.0	0.0
,,group_30740	16.7	4.37809984773e-05	1.0	0.0
,,group_21261	16.7	4.37809984773e-05	1.0	0.0
,,group_18849	16.7	4.37809984773e-05	1.0	0.0
,,group_20984	16.7	4.37809984773e-05	1.0	0.0
,,group_32041	16.7	4.37809984773e-05	1.0	0.0
,,group_36538	16.7	4.37809984773e-05	1.0	0.0
,,adhP	16.7	4.37809984773e-05	1.0	0.0
,,catE	16.7	4.37809984773e-05	1.0	0.0
,,yhfK	16.7	4.37809984773e-05	1.0	0.0
,,group_38801	16.7	4.37809984773e-05	1.0	0.0
,,group_21018	16.7	4.37809984773e-05	1.0	0.0
,,group_32188	16.7	4.37809984773e-05	1.0	0.0
